2322456	Tanganama	Tanganama	Taganama,Tanganama	12.84348	9.81959	P	PPL	NG		44	711	71103		0		357	Africa/Lagos	2016-06-22
2322457	Tangale Peak	Tangale Peak	Tangale Peak	9.74343	11.29866	T	HLL	NG		55	16010			0		1193	Africa/Lagos	2022-11-11
2322458	Tangalanga	Tangalanga		11.31071	14.25109	P	PPL	NG		27	103	10303		0		315	Africa/Lagos	2016-06-22
2322459	Tangalan	Tangalan	Tangalan	9.83461	11.18054	P	PPL	NG		55	16003			0		572	Africa/Lagos	2022-11-11
2322460	Tangagbene	Tangagbene	Tangagbene,Tangbene,Tuinpega	4.56281	5.69754	P	PPL	NG		52	6007			0		6	Africa/Lagos	2016-04-10
2322461	Tanga	Tanga		10.56175	12.17946	P	PPL	NG		27	112	11211		0		756	Africa/Lagos	2016-06-22
2322462	Tanga	Tanga	Tanga	9.96658	12.16913	P	PPL	NG		35	2017			0		550	Africa/Lagos	2022-11-11
2322463	Tanera	Tanera		12.91559	4.71984	P	PPL	NG		40				0		240	Africa/Lagos	2009-06-11
2322464	Tandratu	Tandratu		10.33793	12.80402	P	PPL	NG		35	2007			0		498	Africa/Lagos	2016-01-30
2322465	Tandoma	Tandoma		7.65	7.01667	P	PPL	NG		41	23005			0		333	Africa/Lagos	2016-01-30
2322466	Tando	Tando		9.21266	6.84243	P	PPL	NG		11	15001			0		267	Africa/Lagos	2016-01-30
2322467	Tandama	Tandama		11.44014	7.44196	P	PPL	NG		24	408	40807		0		694	Africa/Lagos	2016-06-22
2322468	Tandama	Tandama		10.70646	6.9408	P	PPL	NG		23	19001	KD0101		0		684	Africa/Lagos	2016-06-22
2322469	Tandabikum	Tandabikum		7.20896	10.18382	P	PPL	NG		43	35013			0		248	Africa/Lagos	2016-01-30
2322470	Tanda	Tanda		9.43103	8.18725	P	PPL	NG		23	19007	KD0701		0		533	Africa/Lagos	2016-06-22
2322471	Tanapu	Tanapu		8.32263	6.84627	P	PPL	NG		41	23011			0		173	Africa/Lagos	2021-12-15
2322472	Tanagar	Tanagar		11.95129	8.69178	P	PPL	NG		29	20019	KN4312		0		461	Africa/Lagos	2016-06-22
2322473	Tanadone	Tanadone		7.13145	10.67733	P	PPL	NG		43	35009			0		258	Africa/Lagos	2016-01-30
2322474	Tamza Hill	Tamza Hill	Tamza Hill	10.7705	12.05791	T	HLL	NG		27	105	10504		0		674	Africa/Lagos	2018-12-04
2322475	Tamsuguwa	Tamsuguwa	Tamsaguwa,Tamsuguwa	12.73321	13.55912	P	PPL	NG		27	123	12307		0		294	Africa/Lagos	2016-06-22
2322476	Sabongari Tampul	Sabongari Tampul	Sabongari Tampul	10.58194	13.17834	P	PPL	NG		27	102	10213		0		496	Africa/Lagos	2016-06-22
2322477	Tamnyar	Tamnyar	Tamian,Tamnyar	6.52913	11.23832	P	PPL	NG		43	35011			0		1626	Africa/Lagos	2023-06-14
2322478	Tamna	Tamna		12.36571	7.27353	P	PPL	NG		24	432	43206		0		475	Africa/Lagos	2016-06-22
2322479	Tammai Hill	Tammai Hill	Tammai Hill	9.76902	11.45359	T	HLL	NG		55	16007			0		453	Africa/Lagos	2022-11-11
