2327596	Ogunbayo	Ogunbayo	Ogunbaiyo,Ogunbayo	8.50885	5.02302	P	PPL	NG		30	24005			0		279	Africa/Lagos	2022-12-20
2327597	Ogunbade	Ogunbade		7.39578	4.01164	P	PPL	NG		32	31005			0		168	Africa/Lagos	2019-08-07
2327598	Oguname-Agbarho	Oguname-Agbarho	Oguname,Oguname-Agbarho	5.58456	5.91728	P	PPL	NG		36	10019			0		14	Africa/Lagos	2016-11-22
2327599	Oguname	Oguname		5.27716	5.97961	P	PPL	NG		36	10020			0		10	Africa/Lagos	2016-01-30
2327600	River Ogun	River Ogun	River Ogun	9.06524	4.67023	H	STM	NG		30				0		137	Africa/Lagos	2022-06-18
2327601	River Ogun	River Ogun	River Ogun	8.50425	4.93777	H	STM	NG		30				0		245	Africa/Lagos	2022-06-18
2327602	River Ogun	River Ogun	Ogun,River Ogun	7.96791	4.55581	H	STM	NG		42				0		328	Africa/Lagos	2021-09-07
2327603	River Ogun	River Ogun	River Ogun	6.59222	3.46167	H	STM	NG		05				0		0	Africa/Lagos	2020-10-14
2327604	Ogun	Ogun		8.53544	4.25044	P	PPL	NG		32	31028			0		333	Africa/Lagos	2021-03-13
2327605	Ogun	Ogun		6.17864	4.69588	P	PPL	NG		48				0		1	Africa/Lagos	2020-01-08
2327606	Ogume	Ogume		5.75168	6.3262	P	PPL	NG		36	10012			0		22	Africa/Lagos	2016-01-30
2327607	Oguma	Oguma	Ogum,Oguma	7.89635	7.06229	P	PPLA2	NG		41	23004			0		52	Africa/Lagos	2016-01-30
2327608	Ogule	Ogule		7.92277	7.84715	P	PPL	NG		26	7002			0		66	Africa/Lagos	2016-01-30
2327609	Gulani	Gulani	Gula,Gulani,Ogula,Ogulagha II	5.3622	5.32553	P	PPL	NG		36				0		5	Africa/Lagos	2016-04-10
2327610	Ogula	Ogula	Ogula,Ogulagha I	5.35699	5.35259	P	PPL	NG		36				0		8	Africa/Lagos	2012-01-18
2327611	Oguga	Oguga	Oguga,Ogugu	7.3831	6.1134	P	PPL	NG		37	12001			0		317	Africa/Lagos	2016-01-30
2327612	Ogugu	Ogugu	Oguga,Ogugu	7.14854	7.48223	P	PPL	NG		41	23018			0		237	Africa/Lagos	2016-01-30
2327613	Ogugu	Ogugu		6.1719	7.48343	P	PPL	NG		47	14002			0		215	Africa/Lagos	2016-01-30
2327614	Ogudu	Ogudu	Ogudu	8.99769	5.23696	P	PPL	NG		30	24003			0		94	Africa/Lagos	2020-01-08
2327615	Ogudu	Ogudu	Oguau,Ogudu	6.56947	3.3952	P	PPLX	NG		05	25013			0		3	Africa/Lagos	2016-01-30
2327616	Oguaobono	Oguaobono	Oguaobono,Ogudbono,Ogudobono	7.59405	7.70723	P	PPL	NG		41	23003			0		235	Africa/Lagos	2016-01-30
2327617	River Ogubiri	River Ogubiri	Ogubiri,Ogubiri River,Oguburi River,Okuburi Creek,River Ogubiri	4.86231	6.14599	H	STMD	NG		52				0		3	Africa/Lagos	2015-04-08
2327618	Oguaniocho	Oguaniocho		5.796	6.75465	P	PPL	NG		25	4016			0		18	Africa/Lagos	2016-01-30
2327619	Ogua	Ogua		6.52484	5.54019	P	PPL	NG		37	12014			0		138	Africa/Lagos	2016-01-30
2327620	Ogua	Ogua		6.25474	5.68464	P	PPL	NG		37	12011			0		58	Africa/Lagos	2016-01-30
2327621	Ogu	Ogu		4.90067	6.26713	P	PPL	NG		52	6008			0		12	Africa/Lagos	2016-01-30
2327622	Ogu	Ogu	Ogu,Oyu	4.73147	7.19648	P	PPL	NG		50	33017			0		14	Africa/Lagos	2016-01-30
2327623	Ogu	Ogu		4.72247	7.19859	P	PPLA2	NG		50	33017			0		6	Africa/Lagos	2016-01-30
2327624	Ogriagbene	Ogriagbene	Obirigbene,Ogriagbene	5.1592	5.67731	P	PPL	NG		36	10004			0		6	Africa/Lagos	2016-01-30
2327625	Ogoye	Ogoye	Ogboye,Ogoye	7.17684	3.16793	P	PPL	NG		16	28001			0		116	Africa/Lagos	2019-08-07
2327626	Ogoubiri	Ogoubiri		4.99788	6.11802	P	PPL	NG		52	6007			0		11	Africa/Lagos	2016-01-30
2327627	Ogo Ubi	Ogo Ubi		5.99162	7.79415	P	PPL	NG		53	11011			0		55	Africa/Lagos	2016-01-30
2327628	Ogo Ubi	Ogo Ubi		5.98858	7.93081	P	PPL	NG		53	11013			0		26	Africa/Lagos	2016-01-30
2327629	Ogo Ubi	Ogo Ubi		5.9204	7.62464	P	PPL	NG		45				0		52	Africa/Lagos	2009-08-06
2327630	Ogo Ubi	Ogo Ubi		5.87101	7.52829	P	PPL	NG		45	1008			0		66	Africa/Lagos	2016-01-30
2327631	Ogo Ubi	Ogo Ubi		5.83939	7.66515	P	PPL	NG		45				0		55	Africa/Lagos	2009-08-06
2327632	Ogo-Ubi	Ogo-Ubi		5.82282	7.72657	P	PPL	NG		45				0		63	Africa/Lagos	2009-08-06
2327633	Ogo-Ubi	Ogo-Ubi		5.73142	7.78328	P	PPL	NG		45	1010			0		150	Africa/Lagos	2016-01-30
2327634	Ogo Ubi	Ogo Ubi		5.64425	7.73686	P	PPL	NG		45	1003			0		60	Africa/Lagos	2016-01-30
2327635	Ogo-Ubi	Ogo-Ubi		5.62758	7.96576	P	PPL	NG		22	9006			0		31	Africa/Lagos	2016-01-30
2327636	Ogo-Ubi	Ogo-Ubi		5.52555	7.95232	P	PPL	NG		22	9006			0		25	Africa/Lagos	2016-01-30
2327637	Ogotun	Ogotun	Awgawtun,Ogotun	7.50989	4.99556	P	PPL	NG		54	13004			0		370	Africa/Lagos	2019-08-07
2327638	River Ogori	River Ogori	Gwer,Ogori,Ogori River,River Ogori	7.41587	8.37002	H	STM	NG		26				0		106	Africa/Lagos	2014-08-05
2327639	Ogori	Ogori	Gori,Ogori	7.45848	6.18035	P	PPL	NG		41	23015			0		393	Africa/Lagos	2016-01-30
2327640	Ogori	Ogori		7.32934	7.83833	P	PPL	NG		26	7016			0		201	Africa/Lagos	2016-01-30
2327641	Ogor	Ogor	Agor,Ogor	5.45209	6.03012	P	PPL	NG		36	10019			0		12	Africa/Lagos	2016-01-30
2327642	Ogo-Omerenama	Ogo-Omerenama		5.54131	7.70323	P	PPL	NG		45	1003			0		100	Africa/Lagos	2016-01-30
2327643	Ogonosi	Ogonosi	Ogonosi	6.97295	6.50564	P	PPL	NG		37	12007			0		62	Africa/Lagos	2016-01-30
2327644	Eghonokom	Eghonokom	Eghonokom,Ogbnokom,Ogonokom	4.79091	6.71044	P	PPL	NG		50	33001			0		7	Africa/Lagos	2016-01-30
2327645	Ogonmeri	Ogonmeri	Ogonmeri	6.96034	6.50949	P	PPL	NG		37	12007			0		62	Africa/Lagos	2016-01-30
2327646	Ogo-Ndago	Ogo-Ndago		6.84142	7.69116	P	PPL	NG		47	14010			0		234	Africa/Lagos	2016-01-30
2327647	Ogombo	Ogombo	Awgawmbaw,Ogombo	6.44789	3.61456	P	PPL	NG		05	25008			0		10	Africa/Lagos	2016-01-30
2327648	Ogoloma	Ogoloma	Ogoloma,Ogulama	4.73575	7.08237	P	PPL	NG		50	33018			0		7	Africa/Lagos	2016-01-30
2327649	Ogojo	Ogojo		8.12015	4.35821	P	PPL	NG		32	31033			0		403	Africa/Lagos	2020-03-07
2327650	Ogoja	Ogoja	Ogoja	6.6584	8.79923	P	PPLA2	NG		22	9016			37466		96	Africa/Lagos	2016-01-30
2327651	Ogoho	Ogoho		6.77824	8.73897	P	PPL	NG		22	9018			0		75	Africa/Lagos	2016-01-30
2327652	Ogogoro Creek	Ogogoro Creek	Iboro Creek,Ogogoro Creek	6.19576	5.3595	H	STM	NG		37				0		10	Africa/Lagos	2012-01-18
2327653	Ogogoro	Ogogoro	Awgawgawraw,Ogogoro	6.49809	3.93486	P	PPL	NG		05	25009			0		7	Africa/Lagos	2016-01-30
2327654	Ogogoro	Ogogoro		6.42991	3.39549	P	PPL	NG		05	25008			0		7	Africa/Lagos	2018-01-24
2327655	Ogogoro	Ogogoro		6.29466	4.59814	P	PPL	NG		48	29010			0		6	Africa/Lagos	2020-01-08
2327656	Ogogoro	Ogogoro	Ogogoro,Ogorogoro	6.21051	4.65584	P	PPL	NG		48				0		3	Africa/Lagos	2020-01-08
2327657	Ogogba	Ogogba	Agagba,Ogogba	7.2513	6.7793	P	PPL	NG		41	23008			0		73	Africa/Lagos	2016-01-30
2327658	Ogodumu	Ogodumu	Ogodum,Ogodumu	7.4829	7.93788	P	PPL	NG		26	7019			0		225	Africa/Lagos	2016-01-30
2327659	Ogodumofan	Ogodumofan		5.4863	8.0232	P	PPL	NG		22	9006			0		23	Africa/Lagos	2016-01-30
2327660	Ogodu	Ogodu		7.69173	3.48347	P	PPL	NG		32	31012			0		219	Africa/Lagos	2021-05-06
2327661	Ogodu	Ogodu		7.59844	7.47806	P	PPL	NG		41	23019			0		300	Africa/Lagos	2016-01-30
2327662	Ogodobri	Ogodobri		5.29991	5.80509	P	PPL	NG		36	10003			0		6	Africa/Lagos	2016-01-30
2327663	Ogodo	Ogodo	Ogodo	8.1714	4.52066	P	PPL	NG		30	24001			0		393	Africa/Lagos	2022-05-22
2327664	Ogodo	Ogodo		7.39429	7.59828	P	PPL	NG		41	23003			0		385	Africa/Lagos	2016-01-30
2327665	Ogodo	Ogodo		7.19966	7.524	P	PPL	NG		41	23018			0		386	Africa/Lagos	2016-01-30
2327666	Ogodo	Ogodo		7.18392	2.97745	P	PPL	NG		16	28004			0		88	Africa/Lagos	2019-09-04
2327667	Ogode	Ogode		5.28229	6.04944	P	PPL	NG		36	10019			0		16	Africa/Lagos	2016-01-30
2327668	Ogoda	Ogoda		5.25904	5.91412	P	PPL	NG		36	10020			0		10	Africa/Lagos	2016-01-30
2327669	Ogo	Ogo		8.2537	4.32833	P	PPL	NG		32	31033			0		409	Africa/Lagos	2020-03-07
2327670	Ogo	Ogo		7.6775	3.84278	P	PPL	NG		32	31001			0		243	Africa/Lagos	2016-01-30
2327671	Ogo	Ogo		7.28427	3.98373	P	PPL	NG		32	31026			0		150	Africa/Lagos	2020-06-10
2327672	Ogo	Ogo	Ogo,Ogodo	6.49474	6.61901	P	PPL	NG		36	10014			0		32	Africa/Lagos	2016-01-30
2327673	Ogiza	Ogiza		6.1793	5.54677	P	PPL	NG		37	12012			0		23	Africa/Lagos	2016-01-30
2327674	Ogirifulaba	Ogirifulaba		6.28777	5.09556	P	PPL	NG		37	12015			0		22	Africa/Lagos	2016-01-30
2327675	Ogiri	Ogiri		8.73088	4.21157	P	PPL	NG		30	24012			0		338	Africa/Lagos	2021-03-13
2327676	Oginibo I	Oginibo I	Oginibo,Oginibo I	5.38224	5.83451	P	PPL	NG		36	10020			0		9	Africa/Lagos	2016-01-30
2327677	Ogilagbene	Ogilagbene		4.67708	6.14662	P	PPL	NG		52	6007			0		5	Africa/Lagos	2016-01-30
2327678	Ogigo	Ogigo	Ogigo,Ogijo	6.69551	3.51168	P	PPL	NG		16	28020			0		65	Africa/Lagos	2016-01-30
2327679	Ogidigba	Ogidigba	Ogidigba,Ogigba	4.82425	7.0425	P	PPL	NG		50	33015			0		8	Africa/Lagos	2016-01-30
2327680	Ogidivibi	Ogidivibi	Ogidivbi,Ogidivibi	5.26362	6.17579	P	PPL	NG		36	10010			0		17	Africa/Lagos	2016-01-30
2327681	Ogidigbo Hill	Ogidigbo Hill		7.9567	3.9768	T	HLL	NG		32	31003			0		303	Africa/Lagos	2022-06-18
2327682	Ogidigben	Ogidigben	Ogidigbe,Ogidigben,Ogidigoi	5.55384	5.18281	P	PPL	NG		36				0		6	Africa/Lagos	2016-04-10
2327683	Ogidigba	Ogidigba		6.17615	4.94078	P	PPL	NG		48	29007			0		3	Africa/Lagos	2020-01-08
2327684	Ogidigba	Ogidigba		6.17119	4.89956	P	PPL	NG		48	29010			0		8	Africa/Lagos	2020-01-08
2327685	Ogidi	Ogidi	Ogidi	8.51913	4.49498	P	PPL	NG		30	24008			0		346	Africa/Lagos	2021-03-13
2327686	Ogidi	Ogidi		8.33955	4.30865	P	PPL	NG		32	31028			0		359	Africa/Lagos	2020-03-07
2327687	Ogidi	Ogidi		7.52844	4.06884	P	PPL	NG		32	31020			0		224	Africa/Lagos	2023-10-06
2327688	Ogidi	Ogidi		7.33333	4.05	P	PPL	NG		32	31026			0		207	Africa/Lagos	2016-01-30
2327689	Ogidi	Ogidi	Ogid,Ogidi	6.15209	6.86343	P	PPLA2	NG		25	4010			0		150	Africa/Lagos	2016-01-30
2327690	Ogida	Ogida		5.18656	7.00141	P	PPL	NG		50	33011			0		49	Africa/Lagos	2016-01-30
2327691	Ohrerhe	Ohrerhe	Oghrerhe,Ohrerhe	5.56646	5.85451	P	PPL	NG		36	10019			0		12	Africa/Lagos	2016-11-22
2327692	Oghoghugbo	Oghoghugbo		6.35	5.56667	P	PPL	NG		37	12002			0		91	Africa/Lagos	2016-01-30
2327693	Oghogho	Oghogho		6.31727	5.46616	P	PPL	NG		37	12015			0		27	Africa/Lagos	2016-01-30
2327694	Oghior	Oghior		5.42589	5.85036	P	PPL	NG		36	10018			0		12	Africa/Lagos	2016-01-30
2327695	Oghene	Oghene	Oghene,Ogheye	5.77865	5.07119	P	PPL	NG		36	10023			0		5	Africa/Lagos	2016-04-10
2327696	Ogheneurie	Ogheneurie		5.44286	6.06795	P	PPL	NG		36	10009			0		16	Africa/Lagos	2016-01-30
2327697	Ogheghe	Ogheghe		6.41112	5.55202	P	PPL	NG		37	12014			0		117	Africa/Lagos	2016-01-30
2327698	Oghehe	Oghehe	Oghede,Oghehe	6.27738	5.52778	P	PPL	NG		37	12014			0		56	Africa/Lagos	2016-01-30
2327699	Ogga	Ogga	Oga,Ogga	8.17537	5.65515	P	PPL	NG		41	23020			0		269	Africa/Lagos	2021-10-06
2327700	Ogevalav	Ogevalav		6.63582	9.38176	P	PPL	NG		26	7011			0		247	Africa/Lagos	2016-01-30
2327701	Ogere	Ogere		6.93504	3.63542	P	PPL	NG		16	28012			0		92	Africa/Lagos	2016-01-30
2327702	Ogele	Ogele		8.38938	4.47492	P	PPL	NG		30	24001			0		356	Africa/Lagos	2020-03-07
2327703	Ogeh	Ogeh		5.79284	7.35192	P	PPL	NG		28	17019			0		134	Africa/Lagos	2016-01-30
